,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,Price,year,City,Brand
917,2016 *Harley-Davidson* *Street* *Glide*,other,40469,white,clean,manual,,,,17573,2016,abilene,harleydavidson
918,2016 *Harley-Davidson* *Ultra* *Limited* *FLHTK*,other,5476,,clean,manual,,,,18983,2016,abilene,harleydavidson
919,2016 *Harley-Davidson* *XL1200V* *Sportster* *Seventy-Two*,other,2495,grey,clean,manual,,,,10471,2016,abilene,harleydavidson
920,2016 *Polaris* *Slingshot* *SL*,other,15017,red,clean,manual,,,,23872,2016,abilene,polaris
921,2016 Aprilla rsv4,gas,7113,silver,clean,manual,like new,1000,sport bike,10000,2016,houston,aprilla
922,2016 BMW F 800 R,gas,9100,blue,clean,manual,excellent,798,standard,7995,2016,houston,bmw
923,2016 BMW F700GS,gas,15566,,clean,manual,like new,798,dual-sport,10000,2016,houston,bmw
924,2016 BMW R 1200 GS Adventure Premium Light White,gas,34253,white,clean,other,,,,16980,2016,austin,bmw
925,2016 BMW R nineT,gas,786,black,clean,manual,like new,,,13250,2016,sanantonio,bmw
926,2016 BMW S1000RR,,10253,white,clean,,,,,14980,2016,dallas,bmw
927,2016 BMW S1000RR - FINANCING AVAILABLE!,gas,7138,black,clean,manual,excellent,999,sport bike,16290,2016,dallas,bmw
928,2016 CBR650 Excellent Condition,gas,15000,black,clean,manual,excellent,650,sport bike,6700,2016,houston,cbr650
929,2016 Can-Am Spyder RT 6-Speed Manual (SM6) In-line 1330 cc,Unknown,10414,black,clean,manual,,,,17999,2016,dallas,canam
930,2016 Ducati 821 Dark Edition,gas,6800,,clean,manual,good,,sport bike,5700,2016,amarillo,ducati
931,2016 Ducati 959 Panigale,gas,11850,white,clean,manual,excellent,959,sport bike,11000,2016,corpuschristi,ducati
932,2016 Ducati Diavel Dark Stealth,,,,,,,,,11950,2016,austin,ducati
933,2016 Ducati Hyperstrada,gas,11500,,,manual,excellent,,sport touring,8000,2016,houston,ducati
934,2016 Ducati Monster 821,gas,49,black,clean,manual,like new,821,sport bike,10500,2016,austin,ducati
935,2016 Ducati Multistrada 1200 Pikes Peak,gas,30377,white,clean,other,,,,12796,2016,sanantonio,ducati
936,2016 Ducati Multistrada 1200 S Iceberg White,gas,6163,white,clean,other,,,,15780,2016,austin,ducati
937,2016 Ducati Scrambler Classic,gas,11864,orange,clean,manual,excellent,803,street,8250,2016,austin,ducati
938,2016 Ducati Scrambler Urban Enduro,gas,8300,green,clean,manual,excellent,803,dual-sport,7400,2016,amarillo,ducati
939,2016 HARLEY DAVISON 72 Edition 1200,gas,5250,grey,clean,manual,like new,1200,cafe racer,11999,2016,houston,harley
940,2016 HD Ultra Limited,gas,6000,black,clean,manual,excellent,,touring,19500,2016,dallas,hd
941,2016 Harley Davidson Fourty Eight,gas,5612,black,clean,automatic,good,1200,bobber,9000,2016,dallas,harley
942,2016 Harley Davidson Heritage Softail,gas,347,black,clean,manual,excellent,,cruiser,15200,2016,dallas,harley
943,2016 Harley Davidson Road Glide,gas,9900,black,clean,manual,like new,,touring,17500,2016,austin,harley
944,2016 Harley Davidson Road Glide special in Black Quartz,gas,9900,black,clean,manual,like new,,touring,19500,2016,austin,harley
945,2016 Harley Davidson Road King,gas,7411,black,clean,manual,excellent,1690,touring,16000,2016,amarillo,harley
946,2016 Harley Davidson Road glide,gas,31224,silver,clean,other,,110,,15500,2016,dallas,harley
947,2016 Harley Davidson Softail Slim,Unknown,10695,black,clean,manual,,,,16500,2016,houston,harley
948,2016 Harley Davidson Triglide,gas,23033,green,clean,manual,excellent,1688,trike,27000,2016,sanantonio,harley
949,2016 Harley Davison 48 1200XL,,,,,,,,,9000,2016,corpuschristi,harley
950,2016 Harley FLHTKL,gas,5435,black,clean,manual,like new,,touring,25000,2016,mcallen,harley
951,2016 Harley Heritage Softail Classic - Low low miles,,,,,,,,,13900,2016,houston,harley
952,2016 Harley Road Glide Special,gas,9900,black,clean,manual,like new,,touring,19500,2016,austin,harley
953,2016 Harley Street Bob,gas,5500,black,clean,manual,good,103,bobber,16000,2016,austin,harley
954,2016 Harley davidson streetglide CVO,gas,5800,black,clean,manual,excellent,110,street,24900,2016,dallas,harley
955,2016 Harley-Davidson Dyna FXDB - Street Bob V Twin 1689.5 cc,,,,,,,,,13699,2016,houston,harleydavidson
956,2016 Harley-Davidson FLHTKSE - CVO Limited V Twin 1801 cc,,,,,,,,,29999,2016,houston,harleydavidson
957,2016 Harley-Davidson Softail Slim V Twin 1689.5 cc,Unknown,10695,black,clean,manual,,,,11980,2016,austin,harleydavidson
958,2016 Harley-Davidson Switchback Dyna®,gas,2922,,clean,other,,,,11985,2016,dallas,harleydavidson
959,2016 Harley-Davidson Touring Road King V Twin 1689.5 cc,Unknown,2170,red,clean,manual,,,,12980,2016,austin,harleydavidson
960,2016 Harley-Davidson Touring Ultra Limited FLHTK,gas,6944,black,clean,manual,,,,22999,2016,corpuschristi,harleydavidson
961,2016 Harley-Davidson® FLHTCUL - Electra Glide Ultra Classic Low V Twin,,,,,,,,,19985,2016,austin,harleydavidson
962,2016 Harley-Davidson® FLHTKL - Ultra Limited Low,,,,,,,,,20950,2016,austin,harleydavidson
963,2016 Harley-Davidson® FLHTKSE - Screamin' Eagle Limited CVO,,,,,,,,,28750,2016,dallas,harleydavidson
964,2016 Harley-Davidson® FLHXS - Street Glide® Special,,,,,,,,,18950,2016,dallas,harleydavidson
965,2016 Harley-Davidson® FLHXSE - Screamin' Eagle Street Glide® CVO,,,,,,,,,25950,2016,dallas,harleydavidson
966,2016 Harley-Davidson® FLSTFB - Softail® Fat Boy® Lo,,,,,,,,,13950,2016,dallas,harleydavidson
967,2016 Harley-Davidson® FLSTFBS - Fat Boy® S,,,,,,,,,16850,2016,dallas,harleydavidson
968,2016 Harley-Davidson® FLTRUSE - Screamin' Eagle Road Glide Ultra®,,,,,,,,,24750,2016,dallas,harleydavidson
969,2016 Harley-Davidson® FXDB - Dyna® Street Bob®,,,,,,,,,12997,2016,austin,harleydavidson
970,2016 Harley-Davidson® FXDF - Dyna® Fat Bob®,,,,,,,,,12850,2016,dallas,harleydavidson
971,2016 Harley-Davidson® FXSB - Softail® Breakout®,,,,,,,,,15750,2016,dallas,harleydavidson
972,2016 Harley-Davidson® VRSCF - V-Rod Muscle®,,,,,,,,,14950,2016,dallas,harleydavidson
973,2016 Harley-Davidson® XL1200CX - Roadster,,,,,,,,,9750,2016,dallas,harleydavidson
974,2016 Harley-Davidson® XL883L - Sportster® SuperLow®,,,,,,,,,6690,2016,dallas,harleydavidson
975,2016 Harley-Davidson® XL883N - Sportster® Iron 883,,,,,,,,,6750,2016,dallas,harleydavidson
976,2016 Honda CB500F  -Finance it with Instant Credit Approval!,,,,,,,,,3995,2016,dallas,honda
977,2016 Honda CBR 600RR Horizontal In-line 599 cc,Unknown,7414,blue,clean,manual,,,,6980,2016,austin,honda
978,2016 Honda CBR1000RR CBR 1000 RR CBR-1000-RR  FOR ONLY,gas,9979,,clean,manual,excellent,,sport bike,10995,2016,dallas,honda
979,2016 Honda CBR600RR CBR 600 RR CBR-600-RR,gas,6056,,clean,manual,excellent,,sport bike,9599,2016,beaumont,honda
980,2016 Honda Goldwing F6B Deluxe,gas,28103,grey,clean,manual,excellent,1833,touring,16000,2016,sanantonio,honda
981,2016 Indian Motorcycle Chief Vintage Thunder Black  -Premium Dealer!,,,,,,,,,14995,2016,beaumont,indian
982,2016 Indian Motorcycle Scout Sixty Thunder Black  -Premium Dealer!,,,,,,,,,9995,2016,amarillo,indian
983,2016 Indian Motorcycle® Roadmaster,gas,7075,blue,clean,other,,111,,20450,2016,dallas,indian
984,2016 Indian Scout 1300 cc,gas,14773,,rebuilt,manual,,,,6500,2016,dallas,indian
985,2016 Indian Springfield Thunder Black V Twin 1811 cc,,19064,custom,clean,manual,,,,15985,2016,austin,indian
986,2016 KAWASAKI KX450F,gas,Unknown,green,clean,manual,like new,450,dirtbike,4500,2016,houston,kawasaki
987,2016 KLR650 Mint!,gas,3355,green,clean,manual,,650,dual-sport,5995,2016,corpuschristi,klr650
988,2016 KTM 1290 Super Duke R,gas,1465,orange,clean,other,,,,13350,2016,austin,ktm
989,2016 KTM 390 Duke  -Finance it with Instant Credit Approval!,,,,,,,,,3995,2016,dallas,ktm
990,2016 KTM 65SX,gas,Unknown,orange,clean,manual,excellent,65,dirtbike,3400,2016,austin,ktm
991,2016 Kawasaki Concours 14,gas,4275,grey,clean,manual,excellent,1400,sport touring,11000,2016,dallas,kawasaki
992,2016 Kawasaki Ninja 300 ABS for $93/mo a month!,gas,12158,,clean,manual,good,,sport bike,4495,2016,dallas,kawasaki
993,2016 Kawasaki Ninja 650 for $134/mo a month!,gas,5741,,clean,manual,excellent,,sport bike,6495,2016,dallas,kawasaki
994,2016 Kawasaki Ninja ZX10R ZX 10 R ZX-10-R KRT ABS Ninja ZX 10R KRT AB,gas,40953,,clean,manual,excellent,,sport bike,11999,2016,abilene,kawasaki
995,2016 Kawasaki Ninja® ZX-10R ABS KRT Edition,gas,5643,green,clean,other,,,,13750,2016,dallas,kawasaki
996,2016 Kawasaki ninja 650 krt,gas,40953,,clean,manual,excellent,,sport bike,6100,2016,sanantonio,kawasaki
997,"2016 Ktm 350 SXF - Low Hours, Many Extras.  Excellent Condition",,,,,,,,,6000,2016,dallas,ktm
998,2016 Moto Guzzi Audace ABS  -Premium Dealer!,,,,,,,,,9995,2016,austin,moto
999,2016 Ninja 300,gas,23899,white,clean,other,,,,3000,2016,austin,ninja
1000,2016 Phantom Shadow,,,,,,,,,6000,2016,houston,phantom
1001,"2016 Polaris Slingshot SL $17,650",,,,,,,,,17650,2016,dallas,polaris
1002,2016 Suzuki Bandit 1250s ABS,gas,4400,red,clean,manual,,1225,,6595,2016,corpuschristi,suzuki
1003,2016 Suzuki GSX-S1000 ABS,gas,13741,red,clean,other,,,,7790,2016,dallas,suzuki
1004,2016 Suzuki M109R Boulevard B.O.S.S.,gas,8500,black,clean,manual,excellent,1783,street,11000,2016,brownsville,suzuki
1005,2016 Suzuki Speed bike,gas,19658,grey,clean,manual,like new,,sport bike,8000,2016,dallas,suzuki
1006,2016 Triumph America Bobber,gas,27500,,,manual,,,,2500,2016,houston,triumph
1007,2016 Triumph Daytona 675 R,gas,13142,,clean,manual,excellent,,sport bike,9999,2016,dallas,triumph
1008,2016 Triumph Speed Triple R ABS for $210/mo a month!,gas,Unknown,,clean,manual,excellent,,sport bike,10195,2016,dallas,triumph
1009,2016 Triumph Thruxton 1200,,,,,,,,,10950,2016,corpuschristi,triumph
1010,2016 Ural Gear-Up  -Finance it with Instant Credit Approval!,,,,,,,,,18995,2016,amarillo,ural
1011,2016 Victory Motorcycles® Magnum X-1 Stealth Edition,gas,11065,,clean,other,,106,,14990,2016,dallas,victory
1012,2016 YAMAHA YZF-R6,gas,20769,grey,clean,manual,good,599,sport bike,8980,2016,dallas,yamaha
1013,2016 Yamaha FZ 09 for $169/mo a month!,gas,1961,,clean,manual,excellent,,standard,8195,2016,dallas,yamaha
1014,2016 Yamaha R1 R 1 R-1,gas,10175,,clean,manual,excellent,,sport bike,14299,2016,abilene,yamaha
1015,2016 Yamaha R3 ABS - Sportbike,,,,,,,,,4500,2016,austin,yamaha
1016,2016 Yamaha YZF R1S Horizontal In-line 998 cc,,,,,,,,,15599,2016,dallas,yamaha
1017,2016 Yamaha YZF R6 Horizontal In-line 599 cc,Unknown,11363,yellow,clean,manual,,,,9999,2016,dallas,yamaha
1018,2016 Yamaha YZF R6 R 6 R-6 for $214/mo a month!,gas,7107,,clean,manual,excellent,,sport bike,10399,2016,dallas,yamaha
1019,2016 Yamaha YZF R6 R 6 R-6 for $226/mo a month!,gas,2880,,clean,manual,excellent,,sport bike,10995,2016,dallas,yamaha
1020,2016 Yamaha YZFR6 YZFR 6 YZFR-6 60th 60 th 60-th anniversary YZF R6 6,gas,3746,,clean,manual,excellent,,sport bike,10849,2016,beaumont,yamaha
1021,2016 ZX6R,gas,1000,black,clean,manual,excellent,,sport bike,10000,2016,dallas,zx6r
1022,2016 cheiftian,gas,57000,silver,clean,manual,excellent,1000,other,15000,2016,amarillo,cheiftian
1023,2016 harley davidson ultra limited,gas,16122,silver,clean,other,,,,18000,2016,sanantonio,harley
1024,2016 ktm 250xc,gas,59,,,manual,excellent,250,dirtbike,5900,2016,dallas,ktm
1025,2017 *Harley-Davidson* *FLHXS* *Street* *Glide* *Special*,other,12020,black,clean,manual,,,,19984,2017,abilene,harleydavidson
1026,2017 *Harley-Davidson* *FLTRXS* *Road* *Glide* *Special*,other,14548,,clean,manual,,,,24981,2017,abilene,harleydavidson
1027,2017 *Harley-Davidson* *Freewheeler* *FLRT*,other,8898,black,clean,manual,,,,22473,2017,abilene,harleydavidson
1028,2017 *Harley-Davidson* *Low* *Rider* *S*,other,5809,black,clean,manual,,,,17752,2017,abilene,harleydavidson
1029,2017 *Harley-Davidson* *Softail* *Slim*,other,5070,black,clean,manual,,,,13974,2017,abilene,harleydavidson
1030,2017 *Harley-Davidson* *Sportster* *1200* *Custom* *XL1200C*,other,1667,red,clean,manual,,,,9591,2017,abilene,harleydavidson
1031,2017 *Harley-Davidson* *Street* *Glide* *Fat* *Tire* *Conversion*,other,15982,black,clean,manual,,,,19984,2017,abilene,harleydavidson
1032,2017 *Harley-Davidson* *Street* *Glide* *Special* *FLHXS*,other,12020,black,clean,manual,,,,21983,2017,abilene,harleydavidson
1033,2017 *Harley-Davidson* *SuperLow* *1200T* *XL1200T*,other,1861,,clean,manual,,,,10991,2017,abilene,harleydavidson
1034,2017 *Harley-Davidson* *XL1200CX* *Sportster* *CX* ROADSTER,other,6156,black,clean,manual,,,,9500,2017,abilene,harleydavidson
1035,2017 *Indian Motorcycle* *Chieftan* *Black* Pearl,other,11527,black,clean,manual,,,,19991,2017,abilene,indian
1036,2017 BMW F800GS,gas,16500,white,clean,manual,like new,800,touring,10500,2017,waco,bmw
1037,2017 BMW R 1200 GS Rally Premium,gas,9875,blue,clean,other,,,,15950,2017,dallas,bmw
1038,2017 CANAM RT and TRAILER,,,,,,,,,17500,2017,dallas,canam
1039,2017 Can-Am® Spyder® F3 SE6,gas,6296,black,clean,other,,,,16950,2017,dallas,canam
1040,2017 Can-Am® Spyder® RT Limited 6-Speed Semi-Automatic (SE6),gas,2053,blue,clean,other,,,,23950,2017,austin,canam
1041,2017 Ducati 1299 Panigale S  -Premium Dealer!,gas,2880,,clean,manual,excellent,,sport bike,19995,2017,amarillo,ducati
1042,2017 Ducati 1299S 1299 S 1299-S ABS,gas,525,,clean,manual,excellent,,sport bike,19888,2017,abilene,ducati
1043,2017 Ducati Scrambler Desert Sled White Mirage,gas,2306,white,clean,other,,,,10490,2017,dallas,ducati
1044,2017 ElectraGlide Classic FLHTP,gas,17981,black,clean,manual,excellent,1690,touring,16725,2017,houston,electraglide
1045,2017 Harley  Trike,gas,4000,,,manual,,,,12500,2017,mcallen,harley
1046,2017 Harley Davidson 750,gas,2000,black,clean,manual,like new,,street,6500,2017,dallas,harley
1047,2017 Harley Davidson Electra Glide Ultra Limited FLHTK,gas,6293,,,manual,like new,1750,touring,25500,2017,austin,harley
1048,2017 Harley Davidson Softail Slim S,gas,11000,black,clean,manual,excellent,,cruiser,16500,2017,easttexas,harley
1049,2017 Harley Davidson Sportster XL1200C +Xtras,gas,3900,black,clean,manual,like new,1200,cruiser,7000,2017,houston,harley
1050,2017 Harley Davidson Street Glide Special,gas,20136,black,clean,other,,107,,22000,2017,dallas,harley
1051,2017 Harley Davidson Street Glider Model FLH,gas,7446,black,clean,manual,like new,1750,,18000,2017,dallas,harley
1052,2017 Harley Davidson Streetglide Special,other,14184,,clean,automatic,,,,22500,2017,houston,harley
1053,2017 Harley road glide,gas,7336,red,clean,manual,like new,107,touring,20900,2017,houston,harley
1054,2017 Harley tri glide,gas,3900,silver,clean,manual,like new,,,31000,2017,amarillo,harley
1055,2017 Harley-Davidson Cvo Street Glide FLHXSE,gas,40177,black,clean,manual,,,,37999,2017,corpuschristi,harleydavidson
1056,2017 Harley-Davidson FLHTK - Ultra Limited,,,,,,,,,22000,2017,corpuschristi,harleydavidson
1057,2017 Harley-Davidson FLHX Street Glide - FINANCING AVAILABLE!,,,,,,,,,19390,2017,dallas,harleydavidson
1058,2017 Harley-Davidson Fat Boy S FLSTFBS,gas,9981,black,clean,manual,,,,18299,2017,corpuschristi,harleydavidson
1059,2017 Harley-Davidson S-Series Slim,gas,1709,black,clean,manual,excellent,Unknown,cruiser,15995,2017,dallas,harleydavidson
1060,2017 Harley-Davidson Softail Slim FLS,gas,13000,black,clean,manual,excellent,1700,cruiser,13000,2017,amarillo,harleydavidson
1061,2017 Harley-Davidson Sportster,gas,5203,black,clean,manual,excellent,,cruiser,7495,2017,dallas,harleydavidson
1062,2017 Harley-Davidson Touring Road Glide Special FLTRXS,gas,6690,,clean,manual,,,,29846,2017,mcallen,harleydavidson
1063,2017 Harley-Davidson Touring Street Glide Special FLHXS,gas,6704,,clean,manual,,,,26499,2017,corpuschristi,harleydavidson
1064,2017 Harley-Davidson Touring Ultra Limited FLHTK,gas,29681,,clean,manual,,,,24199,2017,corpuschristi,harleydavidson
1065,2017 Harley-Davidson Touring Ultra Limited Low FLHTKL,gas,21621,black,clean,manual,,,,25130,2017,corpuschristi,harleydavidson
1066,2017 Harley-Davidson® FLHTCUTG - Tri Glide® Ultra Classic Trike,,,,,,,,,31750,2017,dallas,harleydavidson
1067,2017 Harley-Davidson® FLHTK - Ultra Limited,,,,,,,,,19996,2017,dallas,harleydavidson
1068,2017 Harley-Davidson® FLHTKL - Ultra Limited Low,,,,,,,,,20750,2017,dallas,harleydavidson
1069,2017 Harley-Davidson® FLHX - Street Glide®,,,,,,,,,18850,2017,dallas,harleydavidson
1070,2017 Harley-Davidson® FLHXSE - CVO Street Glide®,,,,,,,,,32950,2017,austin,harleydavidson
1071,2017 Harley-Davidson® FLHXSE - Screamin' Eagle Street Glide® CVO,,,,,,,,,30950,2017,dallas,harleydavidson
1072,2017 Harley-Davidson® FLSS - Softail® Slim® S,,,,,,,,,17950,2017,dallas,harleydavidson
1073,2017 Harley-Davidson® FLSTFBS - Fat Boy® S,,,,,,,,,16950,2017,dallas,harleydavidson
1074,2017 Harley-Davidson® FLSTN - Softail® Deluxe,,,,,,,,,18950,2017,austin,harleydavidson
1075,2017 Harley-Davidson® FLTRU - Road Glide® Ultra,,,,,,,,,21980,2017,austin,harleydavidson
1076,2017 Harley-Davidson® FLTRX - Road Glide®,,,,,,,,,18450,2017,dallas,harleydavidson
1077,2017 Harley-Davidson® XG750A - Street Rod,,,,,,,,,5996,2017,dallas,harleydavidson
1078,2017 Honda CBR1000RR CBR 1000 RR CBR-1000-RR ABS,gas,9979,,clean,manual,excellent,,sport bike,13599,2017,dallas,honda
1079,2017 Honda CRF230f,gas,230,red,clean,manual,excellent,230,dirtbike,4000,2017,dallas,honda
1080,2017 Honda CRF250L 250R Single-Cylinder 249 cc,Unknown,5715,custom,clean,manual,,,,5499,2017,dallas,honda
1081,2017 Honda Rebel 500,gas,1797,yellow,clean,manual,excellent,500,standard,5500,2017,austin,honda
1082,2017 Honda Ruckus,Unknown,1557,white,clean,automatic,,,,2599,2017,waco,honda
1083,2017 Honda® Africa Twin CRF1000L,gas,3141,red,clean,other,,,,11480,2017,austin,honda
1084,2017 Honda® Gold Wing Audio Comfort Ultra Blue Metallic/Black,gas,3743,blue,clean,other,,,,22980,2017,austin,honda
1085,2017 Husqvarna 701 Enduro  -Finance it with Instant Credit Approval!,,,,,,,,,7995,2017,dallas,husqvarna
1086,2017 Indian Chieftain Dark Horse Custom V Twin 1811 cc,,18347,custom,clean,manual,,,,18985,2017,austin,indian
1087,2017 Indian Motorcycle Scout Ivory Cream  -Premium Dealer!,,,,,,,,,10995,2017,austin,indian
1088,2017 Indian Springfield Steel Gray Over Burgundy Metallic V Twin 1811,,18999,custom,clean,manual,,,,18985,2017,austin,indian
1089,2017 Iron 883 Sportster,gas,9500,green,clean,manual,excellent,883,cruiser,8000,2017,austin,iron
1090,2017 KTM 125 SX,gas,100,,clean,manual,good,,dirtbike,5000,2017,sanantonio,ktm
1091,2017 KTM 50 sx mini,,,,,,,,,2500,2017,dallas,ktm
1092,2017 KTM 500 EXC-F Supermoto,,,,,,,,,9500,2017,dallas,ktm
1093,2017 KTM RC 390 ABS,Unknown,18064,custom,clean,other,,,,4788,2017,houston,ktm
1094,2017 Kawasaki KLR650  -Finance it with Instant Credit Approval!,,,,,,,,,4995,2017,dallas,kawasaki
1095,2017 Kawasaki KX 450F,gas,1111111,black,,manual,excellent,450,,5500,2017,dallas,kawasaki
1096,2017 Kawasaki Klr 650,gas,35435,black,clean,manual,excellent,650,dual-sport,4000,2017,austin,kawasaki
1097,2017 Kawasaki Ninja  ZX10R ZX 10 R ZX-10-R ABS ZX 10R ABS ZX-10R ABS f,gas,4825,,clean,manual,excellent,,sport bike,13995,2017,dallas,kawasaki
1098,2017 Kawasaki Ninja  ZX6R ZX 6 R ZX-6-R ZX 6R ZX-6R for $185/mo a mont,gas,19696,,clean,manual,good,,sport bike,8999,2017,dallas,kawasaki
1099,2017 Kawasaki Ninja 650 Abs for $148/mo a month!,gas,4409,,clean,manual,excellent,,sport bike,7199,2017,dallas,kawasaki
1100,2017 Kawasaki Ninja ZX-14R ABS Horizontal In-line 1441 cc,Unknown,12173,custom,clean,manual,,,,11999,2017,dallas,kawasaki
1101,2017 Kawasaki Ninja ZX14R ZX 14 R ZX-14-R ABS Ninja ZX 14R ABS Ninja,gas,7786,,clean,manual,excellent,,sport bike,12749,2017,dallas,kawasaki
1102,2017 Kawasaki Vulcan® 1700 Voyager® ABS,gas,994,black,clean,other,,,,14950,2017,dallas,kawasaki
1103,2017 Kawasaki ZX1000 ZX 1000 ZX-1000 ABS  FOR ONLY,gas,7045,,clean,manual,excellent,,standard,8495,2017,dallas,kawasaki
1104,2017 Motus MST,gas,1373,red,clean,other,,,,17750,2017,dallas,motus
1105,2017 Polaris Slingshot SLINGSHOT SL Sunset Red In-line 2384 cc,,,,,,,,,25499,2017,houston,polaris
1106,2017 Polaris Slingshot SLR,gas,13762,orange,clean,other,,,,21995,2017,dallas,polaris
1107,2017 Polaris Slingshot SLR Orange Madness,Unknown,8389,Unknown,clean,other,,,,28499,2017,houston,polaris
1108,2017 Polaris Slingshot SLR Turbo Silver SLR TURBO In-line 2384 cc,,,,,,,,,23999,2017,houston,polaris
1109,2017 Polaris® Slingshot® SLR Orange Madness,gas,13762,orange,clean,other,,,,25850,2017,dallas,polaris
1110,2017 Reverse Trike Mod on a 2005 GL 1800 Goldwing Anniversary Model Mo,gas,135400,white,clean,manual,good,1832,trike,17850,2017,houston,reverse
1111,2017 Road Glide Special,gas,15185,blue,clean,other,,107,,21600,2017,dallas,road
1112,2017 Road Glide Special-Many upgrades,gas,14669,,clean,manual,,,touring,25000,2017,houston,road
1113,2017 SUZUKI HAYABUSA,gas,4346,white,clean,manual,excellent,1349,sport bike,13990,2017,dallas,suzuki
1114,2017 Softail Slim HO,,,,,,,,,16200,2017,dallas,softail
1115,2017 Suzuki GSXR1000 GSXR 1000 GSXR-1000 GSX R1000 GSX-R1000,gas,16191,,clean,manual,excellent,,sport bike,13199,2017,dallas,suzuki
1116,2017 Suzuki GSXR1000RL7 GSXR 1000 RL 7 GSXR-1000-RL-7 GSX R1000RL7 GS,gas,2312,,clean,manual,excellent,,sport bike,15699,2017,beaumont,suzuki
1117,2017 Suzuki Hayabusa 1340,,,,,,,,,13999,2017,dallas,suzuki
1118,2017 Triumph Bonneville,gas,13470,,clean,manual,excellent,,sport bike,7995,2017,dallas,triumph
1119,2017 Triumph Bonneville Bobber Ironstone  -Premium Dealer!,,,,,,,,,8495,2017,houston,triumph
1120,2017 Triumph Bonneville T120,gas,8358,black,clean,other,,,,10999,2017,austin,triumph
1121,2017 Triumph Bonneville T120 Black,gas,22933,black,clean,other,,,,8996,2017,dallas,triumph
1122,2017 Triumph Bonneville T120 Black Jet Black  -Premium Dealer!,,,,,,,,,8995,2017,austin,triumph
1123,2017 Triumph DAYTONA 675 R (ABS),gas,1569,,clean,manual,excellent,,sport bike,10990,2017,beaumont,triumph
1124,2017 Triumph Daytona 675R 675 R 675-R for $214/mo a month!,gas,13470,,clean,manual,excellent,,sport bike,10395,2017,dallas,triumph
1125,2017 Triumph Street Triple R ABS for $181/mo a month!,gas,12008,,clean,manual,excellent,,sport bike,8795,2017,dallas,triumph
1126,2017 Triumph Tiger Explorer XCA Crystal White,gas,17724,green,clean,other,,,,14667,2017,dallas,triumph
1127,2017 Triumph Tiger Explorer XRT CranberryRed  -Premium Dealer!,,,,,,,,,9995,2017,houston,triumph
1128,2017 Triumph Tiger Explorer XRX Crystal White,gas,12758,white,clean,other,,,,13680,2017,austin,triumph
1129,2017 Victory Motorcycles® Octane®,gas,592,black,clean,other,,,,9450,2017,corpuschristi,victory
1130,2017 Victory Vegas,gas,890,red,clean,manual,like new,,cruiser,10999,2017,beaumont,victory
1131,2017 Yamaha Bolt Rspec,gas,7300,red,clean,manual,excellent,950,cruiser,6500,2017,dallas,yamaha
1132,2017 Yamaha FZ-07,,,,,,,,,6000,2017,houston,yamaha
1133,2017 Yamaha FZ-07/MT-07,,,,,,,,,6000,2017,dallas,yamaha
1134,2017 Yamaha FZ07,gas,17700,red,clean,manual,good,689,sport bike,5500,2017,collegestation,yamaha
1135,2017 Yamaha YZ 125 2 Stroke,gas,10,,,manual,good,,dirtbike,3900,2017,houston,yamaha
1136,2017 Yamaha YZ250 FX,gas,16,,,manual,excellent,,dirtbike,5500,2017,dallas,yamaha
1137,2017 Yamaha YZF R6 Horizontal In-line 599 cc,,9408,blue,clean,manual,,,,12499,2017,dallas,yamaha
1138,2017 iron 883,gas,520,black,clean,manual,,,,7500,2017,houston,iron
1139,2017 triumph bonneville,gas,13470,,clean,manual,excellent,,sport bike,9500,2017,dallas,triumph
1140,2018 *HONDA* *GOLDWING *NICE TOURING BIKE!!!* Red,,,,,,,,,22995,2018,waco,honda
1141,2018 *Harley-Davidson* *Breakout* *114* *FXBRS*,other,10115,red,clean,manual,,,,18772,2018,abilene,harleydavidson
1142,2018 *Harley-Davidson* *FLHC* *Heritage* *Classic*,other,12509,black,clean,manual,,,,17984,2018,abilene,harleydavidson
1143,2018 *Harley-Davidson* *FLHXS* *Street* *Glide* *Special*,other,2384,black,clean,manual,,,,24754,2018,abilene,harleydavidson
1144,2018 *Harley-Davidson* *FLTRXS* *Road* *Glide* *Special*,other,1973,black,clean,manual,,,,27752,2018,abilene,harleydavidson
1145,2018 *Harley-Davidson* *Iron* *883* *XL883N*,other,3324,black,clean,manual,,,,8900,2018,abilene,harleydavidson
1146,2018 *Harley-Davidson* *Street* *Glide* *Special* *FLHXS*,other,2384,black,clean,manual,,,,24572,2018,abilene,harleydavidson
1147,2018 *Kawasaki* *KX450F*,other,25,green,clean,manual,,,,6992,2018,abilene,kawasaki
1148,2018 *Triumph* *Street* *Triple* *R* ** *765*,other,4678,silver,clean,manual,,,,10791,2018,abilene,triumph
1149,2018 883/1250 iron,,,,,,,,,7500,2018,corpuschristi,8831250
1150,2018 Aprilia Tuono V4 1100 Factory ABS  -Premium Dealer!,,,,,,,,,13495,2018,dallas,aprilia
1151,2018 Aprilia® Shiver 900,gas,1588,silver,clean,other,,,,8996,2018,dallas,aprilia
1152,2018 Aprilia® Tuono V4 1100 RR ABS,gas,8492,silver,clean,other,,,,13880,2018,austin,aprilia
1153,2018 BMW C 650 GT Black Storm Metallic  -Premium Dealer!,,,,,,,,,7995,2018,dallas,bmw
